pmid,title,journal,year,abstract,authors,tier,relevance_score,matched_keywords,tissues_mentioned,priority_score
17960164,Effect of viral dose on neutralizing antibody response and transgene expression after AAV1 vector re-administration in mice.,Gene therapy,2008,"Neutralizing antibodies (nAB) at the time of administration hamper the effectiveness of adeno-associated virus (AAV) as a clinical DNA delivery system. The present study was designed to investigate if AAV re-administration in muscle tissue is dependent on the nAB titer. Recombinant (r)AAV serotype 1, as a promising candidate for targeting skeletal muscle, was used for gene delivery. C57Bl/6 mice were infected intramuscularly with doses between 1 x 10(9) and 5 x 10(10) virus particles (vp) of AAV1-expressing luciferase (AAV1-luc) or human interferon-beta (AAV1-hIFNbeta). Increasing transgene expression was observed over the first 2 months and anti-AAV1 nAB titers peaked between weeks 4 and 8. Six months after the first administration, 5 x 10(10) vp of AAV1-IFNbeta were re-administered. Following re-administration, nAB titers increased but did not significantly affect transgene expression from the AAV vector that had been administered first. In contrast, hIFNbeta expression originating from the second vector administration was significantly diminished and reflected the nAB titer present at the day of re-administration. The present study extends earlier observations that preexisting nAB affects AAV1 re-administration. The level of nAB is proportional to the virus dose used for the first injection and transgene expression following re-administration is dependent on preexisting nAB titer.","['Petry', 'Brooks', 'Orme']",2,7,"gene expression, transgene expression","liver, muscle, skeletal muscle",17
15922969,Widespread and early myocardial gene expression by adeno-associated virus vector type 6 with a beta-actin hybrid promoter.,Molecular therapy : the journal of the American Society of Gene Therapy,2005,"Gene therapy for acute cardiac events such as myocardial infarction requires early gene expression over an entire region of myocardium, which has not been possible using adeno-associated virus (AAV) vectors to date. Here we demonstrate marked improvement in the distribution and rapidity of gene expression in myocardium using the AAV pseudotype 6 (AAV6) vector, compared to the standard serotype 2 (AAV2) vector. An alkaline phosphatase (AP) reporter construct driven by the chicken beta-actin promoter was packaged in either AAV6 or AAV2 capsids and delivered to rat hearts in vivo by direct injection. AP expression was evident in both AAV6 and AAV2 vector-treated hearts as early as 1 day after injection, but increased rapidly in AAV6 vector-treated hearts during the first 7 days. The amplitude of AP activity produced by the AAV6 vector was 5-fold greater than that produced by the equivalent AAV2 vector at both 3 and 7 days postinjection. Additionally, the AAV6 vector transduced a myocardial volume that was 10-fold larger than the AAV2 vector. These results indicate the significant potential of AAV6 serotype vectors for early gene expression and widespread regional transduction of myocardium, both auspicious results for in vivo applications in acute cardiac disease.","['Kawamoto', 'Shi', 'Nitta']",2,7,"transduction, gene expression","liver, heart, cardiac, myocardium",17
12573057,Efficient trans-splicing in the retina expands the utility of adeno-associated virus as a vector for gene therapy.,Human gene therapy,2003,"Recombinant vectors based on adeno-associated virus (AAV) can efficiently transduce many different cell types, including cells of the retina, resulting in stable gene expression. A major shortcoming of this vector is its small packaging capacity. A trans-splicing approach, which reconstitutes gene expression from two independent AAV vectors, can be used to overcome the vector's packaging limitations. The efficiency of this system to date has been disappointing, and therefore its utility for therapeutic application limited. We demonstrate here that efficiency and cellular specificity of trans-splicing is dependent on selection of the appropriate AAV serotype. Efficiency of transgene expression resulting from trans-splicing in skeletal muscle approaches that obtained when delivering the intact transgene when using AAV2 vectors packaged with AAV5 capsids (AAV2/5). This expands the potential of AAV vectors for retinal gene therapy. The use of AAV2/5 also increases the efficiency of trans-splicing in photoreceptors. Selection of the appropriate AAV serotype is likely to affect efficiency of trans-splicing in other organ systems as well.","['Reich', 'Auricchio', 'Hildinger']",2,7,"gene expression, transgene expression","liver, muscle, skeletal muscle",17
17176210,Immunity to adeno-associated virus-mediated gene transfer in a random-bred canine model of Duchenne muscular dystrophy.,Human gene therapy,2007,"Recombinant adeno-associated virus (rAAV)-mediated gene transfer has shown promise for treating diseases in various animal models including the mdx mouse model of Duchenne muscular dystrophy (DMD). In many cases, however, preclinical studies in inbred mice have not successfully predicted human clinical responses. To assess the potential clinical utility of treating human DMD patients by AAV-mediated gene delivery, we performed a series of direct intramuscular injections in random-bred wild-type dogs. AAV serotypes 2 and 6 carrying different promoter-transgene cassettes were produced as previously described for murine studies and administered intramuscularly. The injection sites were biopsied at various time points and analyzed for transgene expression and immunohistochemical analysis. In contrast to the generally nonimmunogenic nature of these vectors in murine studies, both AAV2 and AAV6 vectors elicited robust cellular immune responses regardless of the transgene expressed, the cellular specificity of the promoter, and the muscle type injected. Viral purification by various methods did not diminish T cell-mediated infiltration. Our data indicate that AAV2 and AAV6 capsid proteins can elicit primary cellular immune responses when injected into the skeletal muscle of random-bred dogs, and suggest the possibility of cellular immunity to AAV vectors in humans.","['Wang', 'Allen', 'Riddell']",2,7,"gene expression, transgene expression","liver, muscle, skeletal muscle",17
15517544,Gene transfer into skeletal muscle using novel AAV serotypes.,The journal of gene medicine,2005,"Skeletal muscle is an interesting target for gene delivery because of its mass and because the vectors can be delivered in a noninvasive way. Adeno-associated virus (AAV) vectors are capable of transducing skeletal muscle fibers and achieving stable and safe transgene expression. To date, most animal experiments using AAV have been based on AAV serotype 2, but some recent studies have demonstrated that AAV1 is more efficient than AAV2/2 in transducing muscle fibers. Recently, novel AAVs (AAV7 and AAV8) were isolated from rhesus macaques. We injected three different muscles (gastrocnemius, soleus, biceps femoris) of immunocompetent C57BL/6 mice with different pseudotyped AAV serotypes (AAV2/1, AAV2/2, AAV2/5, AAV2/7 and AAV2/8) and quantitatively compared the different gene transfer efficiencies. The efficiencies of transduction in skeletal muscle with AAV2/7 and AAV2/8 were similar to AAV2/1, and higher than that seen with AAV2/2 and AAV2/5. All serotypes were able to transduce both slow and fast muscle fibers similarly at the vector titer used (1x10(11) genome copies per mouse). Despite a limited inflammatory response (slightly higher when using AAV2/2, AAV2/7 and AAV2/8 vectors than AAV2/1 and AAV2/5), transgene expression was observed throughout the length of the experiment. These results show that AAV2/7 and AAV2/8 are able to transduce muscle fibers of immunocompetent mice very efficiently, offering new perspectives in gene transfer of skeletal muscle.","['Louboutin', 'Wang', 'Wilson']",2,9,"transduction, gene expression, transgene expression","liver, muscle, skeletal muscle",17
15963922,IFN-alpha gene therapy for woodchuck hepatitis with adeno-associated virus: differences in duration of gene expression and antiviral activity using intraportal or intramuscular routes.,Molecular therapy : the journal of the American Society of Gene Therapy,2005,"Gene delivery of IFN-alpha to the liver may represent an interesting strategy to maximize its antiviral efficacy and reduce side effects. We used a recombinant adeno-associated virus (AAV) encoding woodchuck IFN-alpha (AAV-IFN) to treat animals with chronic woodchuck hepatitis virus infection. The vector was given by intraportal or intramuscular route. Long-term transgene expression was detected after intraportal administration of an AAV encoding luciferase. In contrast, in the majority of the animals that received AAV-IFN through the portal vein, the expression of IFN-alpha was transient (30-40 days) and was associated with a significant but transient decrease in viral load. One animal, in which hepatic production of IFN-alpha persisted at high levels, died because of bone marrow toxicity. The disappearance of IFN-alpha expression correlated with the disappearance of AAV genomes from the liver. Intramuscular administration of AAV-IFN resulted in prolonged but fluctuating expression of the cytokine with no significant antiviral effect. In summary, this report shows that long-term expression of IFN-alpha in muscle is feasible but higher interferon levels might be needed to control viral replication. On the other hand, IFN-alpha gene delivery to the liver using an AAV vector induces a significant but transient antiviral effect in the woodchuck model.","['Berraondo', 'Ochoa', 'Crettaz']",2,7,"gene expression, transgene expression","liver, muscle, hepatic",17
24126962,The role of apoptosis in immune hyporesponsiveness following AAV8 liver gene transfer.,Molecular therapy : the journal of the American Society of Gene Therapy,2013,"Gene therapy provides a significant opportunity to treat a variety of inherited and acquired diseases. However, adverse immune responses toward the adeno-associated virus (AAV) antigens may limit its success. The mechanisms responsible for immunity or tolerance toward AAV-encoded transgene products remain poorly defined. Studies in mice demonstrate that AAV2/8 gene transfer to liver is associated with immunological hyporesponsiveness toward both AAV vector and antigenic transgene product. To evaluate the role of activation-induced cell death (AICD) and cytokine withdrawal (intrinsic cell death) in the deletion of mature T lymphocytes, we compared immunological responses in hepatic AAV2/8 transfer in murine recipients lacking the Fas receptor, and recipients overexpressing Bcl-xL, to WT murine counterparts. Prolonged transgene expression was dependent on both Fas signaling and Bcl-xL-regulated apoptosis in T cells. Abrogation of intrinsic cell death enhanced Th1 responses, whereas AICD functioned to limit neutralizing antibody production toward AAV2/8. In addition, immune hyporesponsiveness and stable transgene expression was dependent on upregulation of FasL expression on transduced hepatocytes and a corresponding apoptosis of infiltrating Fas (+) cells. These data provide evidence that both AICD and apoptosis due to cytokine withdrawal of lymphocytes are essential for immune hyporesponsiveness toward hepatic AAV2/8-encoded transgene product in the setting of liver gene transfer.","['Faust', 'Bell', 'Zhu']",2,6,"gene expression, transgene expression","liver, hepatic",16
19505498,"Rapid, reproducible transduction of select forebrain regions by targeted recombinant virus injection into the neonatal mouse brain.",Journal of neuroscience methods,2009,"Viral vectors can mediate long-term gene expression in different regions of the brain. Recombinant adeno-associated virus (rAAV) and Lenti virus (LV) have both gained prominence due to their ability to achieve specific transduction of various neuronal populations. Whilst widespread gene delivery has been obtained by targeted injection of rAAV in various brain structures, LV has also been utilized for infection of stem cell populations for cell lineage tracing. Both viral vector systems are most commonly used for gene delivery in mature brains, but the great potential of somatic gene delivery into the neonate brain has not been systematically exploited. Here we provide a systematic guideline for efficient stereotaxic virus delivery into different neuronal populations of the neonate brain. We demonstrate region specific recombination of a 'stop-floxed' Rosa26 reporter allele upon targeted injection of rAAV vectors expressing Cre-recombinase at postnatal day zero (P0). In addition, utilizing LV, we show efficient transduction of P0 subventricular zone stem cells with subsequent labeling of approximately 20% of migrating neuroblasts along the rostral migratory stream (RMS) into the olfactory bulb. In summary, we report on an optimized protocol for facile, reproducible, high-throughput virus-based gene transfer into neonatal brains of wild-type and genetically altered mice, which allows targeted transduction of different brain regions and distinct neuronal populations.","['Pilpel', 'Landeck', 'Klugmann']",2,6,"transduction, gene expression","liver, brain",16
21431420,Targeting neurons of rat nucleus tractus solitarii with the gene transfer vector adeno-associated virus type 2 to up-regulate neuronal nitric oxide synthase.,Cellular and molecular neurobiology,2011,"Adeno-associated virus (AAV) has distinct advantages over other viral vectors in delivering genes of interest to the brain. AAV mainly transfects neurons, produces no toxicity or inflammatory responses, and yields long-term transgene expression. In this study, we first tested the hypothesis that AAV serotype 2 (AAV2) selectively transfects neurons but not glial cells in the nucleus tractus solitarii (NTS) by examining expression of the reporter gene, enhanced green fluorescent protein (eGFP), in the rat NTS after unilateral microinjection of AAV2eGFP into NTS. Expression of eGFP was observed in 1-2 cells in the NTS 1 day after injection. The number of transduced cells and the intensity of eGFP fluorescence increased from day 1 to day 28 and decreased on day 60. The majority (92.9 ± 7.0%) of eGFP expressing NTS cells contained immunoreactivity for the neuronal marker, protein gene product 9.5, but not that for the glial marker, glial fibrillary acidic protein. We observed eGFP expressing neurons and fibers in the nodose ganglia (NG) both ipsilateral and contralateral to the injection. In addition, eGFP expressing fibers were present in both ipsilateral and contralateral nucleus ambiguus (NA), caudal ventrolateral medulla (CVLM) and rostral ventrolateral medulla (RVLM). Having established that AAV2 was able to transduce a gene into NTS neurons, we constructed AAV2 vectors that contained cDNA for neuronal nitric oxide synthase (nNOS) and examined nNOS expression in the rat NTS after injection of this vector into the area. Results from RT-PCR, Western analysis, and immunofluorescent histochemistry indicated that nNOS expression was elevated in rat NTS that had been injected with AAV2nNOS vectors. Therefore, we conclude that AAV2 is an effective viral vector in chronically transducing NTS neurons and that AAV2nNOS can be used as a specific gene transfer tool to study the role of nNOS in CNS neurons.","['Lin', 'Dragon', 'Jin']",2,6,"gene expression, transgene expression","liver, brain",16
38543056,Brain-Wide Transgene Expression in Mice by Systemic Injection of Genetically Engineered Exosomes: CAP-Exosomes.,"Pharmaceuticals (Basel, Switzerland)",2024,"The bottleneck in drug discovery for central nervous system diseases is the absence of effective systemic drug delivery technology for delivering therapeutic drugs into the brain. Despite the advances in the technology used in drug discovery, such as Adeno-Associated Virus (AAV) vectors, the development of drugs for central nervous system diseases remains challenging. In this manuscript, we describe, for the first time, the development of a workflow to generate a novel brain-targeted drug delivery system that involves the generation of genetically engineered exosomes by first selecting various functional AAV capsid-specific peptides (collectively called CAPs) known to be involved in brain-targeted high-expression gene delivery, and then expressing the CAPs in frame with lysosome-associated membrane glycoprotein (Lamp2b) followed by expressing CAP-Lamp2b fusion protein on the surface of mesenchymal stem cell-derived exosomes, thus generating CAP-exosomes. Intravenous injection of green fluorescent protein (GFP) gene-loaded CAP-exosomes in mice transferred the GFP gene throughout the CNS as measured by monitoring brain sections for GFP expression with confocal microscopy. GFP gene transfer efficiency was at least 20-fold greater than that of the control Lamp2b-exosomes, and GFP gene transduction to mouse liver was low.","['Sarkar', 'Corbin', 'Simpkins']",2,10,"transduction, gene expression, transgene expression, systemic injection","liver, brain",15
40938325,Spatial and longitudinal tracking of enhancer-AAV vectors that target transgene expression to injured mouse myocardium.,eLife,2025,"Tissue regeneration enhancer elements (TREEs) direct expression of target genes in injured and regenerating tissues. Additionally, TREEs of zebrafish origin were shown to direct expression of transgenes in border zone regions after cardiac injury when packaged into recombinant adeno-associated viral (AAV) vectors and introduced into mice. Future implementation of TREEs into AAV-based vectors as research tools and potential gene therapy modalities requires a deeper understanding of expression dynamics and potential off-target effects. Here, we applied in vivo bioluminescent imaging to mice systemically injected with AAV vectors containing different combinations of capsids, enhancers, and timing of delivery. Longitudinal tracking of expression directed by different TREEs revealed distinct amplitudes and durations of reporter gene expression in the injured heart. The liver-de-targeted AAV capsid, AAV.cc84, could deliver TREEs either pre- or post-cardiac injury to negate off-target expression in the liver while maintaining transduction in the heart. By screening AAV9-based capsid libraries dosed systemically in mice post-cardiac injury, we discovered a new capsid variant, AAV.IR41, with enhanced transduction in cardiac injuries and with elevated transduction of TREE-driven transgenes versus conventional AAV9 vectors. In vivo bioluminescence imaging offers insights into how enhancers and engineered capsids can be implemented to modulate spatiotemporal transgene expression for targeted therapies.","['Wolfson', 'Hull', 'Li']",2,9,"transduction, gene expression, transgene expression","liver, heart, cardiac, myocardium",14
38665693,Persistent transgene expression in peripheral tissues one year post intravenous and intramuscular administration of AAV vectors containing the alphaherpesvirus latency-associated promoter 2.,"Frontiers in virology (Lausanne, Switzerland)",2024,"Significant progress has been made in enhancing recombinant adeno-associated virus (rAAV) for clinical investigation. Despite its versatility as a gene delivery platform, the inherent packaging constraint of 4.7 kb imposes restrictions on the range of diseases it can address. In this context, we present findings of an exceptionally compact and long-term promoter that facilitates the expression of larger genes compared to conventional promoters. This compact promoter originated from the genome of the alphaherpesvirus pseudorabies virus, latency-associated promoter 2 (LAP2, 404 bp). Promoter driving an mCherry reporter was packaged into single strand (ss) AAV8 and AAV9 vectors and injected into adult C57BL/6 mice at a dose of 5 × 1011 vg/mouse by single intravenous or intramuscular administration. An ssAAV8 and ssAAV9 vector with elongation factor-1α promoter (EF1α, 1264 bp) was injected side-by-side for comparison. After 400 days, we sacrificed the mice and examined mCherry expression in liver, kidney, heart, lung, spleen, pancreas, skeletal muscle, and brain. We found that LAP2 exhibited robust transgene expression across a wide range of cells and tissues comparable to the larger EF1α, which is currently recognized as a rather potent and ubiquitous promoter. The AAV8-LAP2 and AAV9-LAP2 constructs displayed strong transduction and transcription in liver, kidney, and skeletal muscle on both route of administration. However, no expression was detected in the heart, lung, spleen, pancreas, and brain. The outcomes of our investigation propose the viability of LAP2 for gene therapy applications demanding the expression of large or multiple therapeutic genes following a single viralvector administration.","['Maturana', 'Engel']",2,9,"transduction, gene expression, transgene expression","liver, brain, muscle, heart, lung",14
38501313,Adeno-associated virus mediates gene transduction after static cold storage treatment in rodent lung transplantation.,The Journal of thoracic and cardiovascular surgery,2023,"Adeno-associated virus is a clinically used gene therapy vector but has not been studied in lung transplantation. We sought to determine the efficacy of adeno-associated virus delivery during static cold storage via the airway versus the pulmonary artery before lung transplantation in a rodent model. Lewis rat lung grafts were treated with a dose of 8e8 or 4e9 viral genome/μL recombinant adeno-associated virus subtype-9 vectors containing firefly luciferase genomes administered via the pulmonary artery or airway during cold storage. A control group did not receive adeno-associated virus. Recipient syngeneic rats then underwent single left lung transplantation. Animals underwent bioluminescence imaging on postoperative days 7, 14, 28, and 56. Explanted tissues were prepared as lysates to quantify luciferase activity. Immunohistochemistry was performed to evaluate cellular transgene expression patterns. Control animals with no luminescent signal produced a background radiance of 6.1e4 p/s/cm<sup>2</sup>/sr. In the airway delivery group, mean radiance was greater than the control at 4e9 viral genome/μL postoperative day 7 radiance 6.9e4 p/s/cm<sup>2</sup>/sr (P = .04). In the pulmonary artery delivery group, we observed greater in vivo luminescence in animals receiving 4e9 viral genome/μL compared with all other groups. However, analysis of tissue lysate revealed greater luminescence in the airway delivery group and suggested off-target expression in heart and liver tissue in the pulmonary artery delivery group. Immunohistochemistry demonstrated transgene staining in distal airway epithelium and alveoli but sparing of the vasculature in the airway delivery group. Adeno-associated virus mediates gene transduction during static cold storage in rat lung isografts when administered via the airway and pulmonary artery. Airway administration leads to robust transgene expression in respiratory epithelial cells, whereas pulmonary artery administration targets alternative cell types and increases extrapulmonary transgene expression.","['Kesseli', 'Krischak', 'Gao']",2,9,"transduction, gene expression, transgene expression","liver, heart, lung",14
40522061,Long-Term Safety and Efficacy of AAV9 Vectors Expressing Human SMN1 Gene: A Preclinical Study.,Basic & clinical pharmacology & toxicology,2025,"Spinal muscular atrophy (SMA) is a severe genetic neuromuscular disorder caused by deletions or mutations in the SMN1 gene, leading to reduced levels of the survival motor neuron (SMN) protein. Gene therapy using adeno-associated virus serotype 9 (AAV9) has emerged as a promising treatment strategy for SMA by enabling systemic delivery of a functional SMN1 gene. This preclinical study evaluates the long-term safety and efficacy of an AAV9 vector expressing a codon-optimized human SMN1 gene (AAV9-hcoSMN) in neonatal mice. A single intravenous dose of 5 × 10<sup>11</sup> vector genomes per mouse was administered, with animals monitored over a 24-week period for therapeutic outcomes and safety profiles. Safety assessments, including clinical observations, haematological and biochemical analyses (such as CBC, liver function tests and coagulation tests), necropsy and histopathological examinations via H&E, revealed no significant adverse effects. Treated mice demonstrated 100% survival rates and exhibited no abnormalities in organ structure or function compared to controls. Efficacy assessments using quantitative PCR confirmed robust SMN1 transgene expression in key tissues, including the central nervous system, heart, liver and skeletal muscles. These findings demonstrate that AAV9-hcoSMN therapy achieves sustained and widespread transgene expression with no observable toxicity in a neonatal mouse model, reinforcing the therapeutic potential of AAV9-based gene delivery for SMA. By providing robust preclinical evidence of both safety and efficacy, this study contributes to the growing body of data supporting gene therapy as a viable, long-term treatment strategy for SMA. These results also help inform vector design, dosing strategies and safety monitoring for future clinical translation. Further studies in larger animal models are warranted to assess long-term durability and immunogenicity prior to human application. SUMMARY: Spinal muscular atrophy (SMA) is a serious genetic disorder that weakens muscles and can be life-threatening. Our study tested a potential gene therapy using a harmless virus (AAV9) to deliver a healthy version of the faulty gene that causes SMA. We treated newborn mice and observed them for 6 months to check for any side effects and see if the therapy worked. The results were promising-treated mice had no health problems, and the new gene was active in important organs like the brain, muscles, and heart. This research brings us closer to a safe and effective treatment for SMA.","['Mansouri', 'Bemanalizadeh', 'Ahmadbeigi']",2,9,"gene expression, transgene expression, systemic delivery","liver, brain, muscle, heart, skeletal muscle",14
16099465,Persistent liver expression of murine apoA-l using vectors based on adeno-associated viral vectors serotypes 5 and 1.,Atherosclerosis,2006,"Plasma levels of high-density lipoprotein-cholesterol (HDL-C) and apolipoprotein A-l (apoA-l) are inversely related to risk for coronary heart disease. Overexpression of apoA-l inhibits atherosclerosis in animal models. A method of stably expressing apoA-l using somatic gene transfer would be of interest. Pseudotyped adeno-associated virus (AAV) vectors comprised of inverted terminal repeats from AAV serotype 2 have been used for liver-directed gene transfers. We hypothesized that liver-directed gene transfer of apoA-l using vectors based on AAV serotypes 1 and 5 would result in higher-level, prolonged expression of apoA-l and increased HDL-C. To test this hypothesis we injected apoA-l-/- mice via the tail vein with either AAV2, AAV1 or AAV5 vectors encoding the murine apoA-l cDNA driven by the liver-specific thyroxine binding globulin promoter. Plasma levels of murine apoA-l and HDL-C were highest in mice injected with the AAV1-based vector and lowest in mice injected with the AAV2-based vector. Expression of apoA-l was stable up to 1 year after vector injection. These results indicate that AAV5 and AAV1 are more effective vectors for achieving higher levels of stable transgene expression of apoA-l after liver-directed gene transfer than AAV2. Furthermore, AAV1-based vectors generate higher apoA-l levels than AAV5-based vectors. It is possible that the levels of expression achieved using these vectors will be therapeutic in preventing atherosclerosis.","['Kitajima', 'Marchadier', 'Burstein']",2,6,"gene expression, transgene expression","liver, heart",14
40111594,Retro-Orbital Delivery of AAVs for CNS Wide Astrocyte Targeting.,"Methods in molecular biology (Clifton, N.J.)",2025,"Viral vector-mediated astrocyte targeting in live mice is a popular and valuable method to investigate astrocyte function in the context of intact neural circuits and complex brain physiology. Targeted genetic manipulation and functional investigation of this cell population can be accomplished by utilizing cell type-specific promoters to drive adeno-associated virus (AAV)-mediated transgene expression specifically in astrocytes. Here, we provide a comprehensive protocol for non-invasive retro-orbital (RO) administration of blood-brain barrier (BBB)-crossing AAVs in neonatal and adult mice, such as AAV-PHP.B, AAV-PHP.eB, and AAV.CAP-B22, which results in central nervous system (CNS)-wide transduction. Key procedures outlined include the preparation of AAV solutions for injection, a modified two-handed injection technique for precise and consistent RO injections, and a training strategy to practice mock RO injections using non-toxic dyes. This protocol serves as a valuable resource for researchers interested in exploring the roles of astrocytes in brain functions and neurological disorders.","['Natale', 'Holt']",2,9,"transduction, gene expression, transgene expression","liver, brain, neural",14
40655009,Spatial and longitudinal tracking of enhancer-AAV vectors that target transgene expression to injured mouse myocardium.,bioRxiv : the preprint server for biology,2025,"Tissue regeneration enhancer elements (TREEs) direct expression of target genes in injured and regenerating tissues. Additionally, TREEs of zebrafish origin were shown to direct the expression of transgenes in border zone regions after cardiac injury when packaged into recombinant AAV vectors and introduced into mice. Future implementation of TREEs into AAV-based vectors as research tools and potential gene therapy modalities will require a more detailed understanding of expression dynamics and potential off-target effects. Here, we applied in vivo bioluminescent imaging to mice systemically injected with AAV vectors containing different combinations of capsids, enhancers, and timing of delivery. Longitudinal tracking of TREE-based expression over time revealed distinct amplitudes and durations of reporter gene expression in the injured heart directed by different TREEs. The liver-de-targeted AAV capsid, AAV.cc84, was able to deliver TREEs either pre- or post-cardiac injury to negate off-target expression in the liver while maintaining transduction in the heart. By screening AAV9-based capsid libraries dosed systemically in mice post-cardiac injury, we discovered a new capsid variant, AAV.IR41, with enhanced transduction at cardiac border zone regions, and with elevated transduction of TREE driven transgenes versus conventional AAV9 vectors. In vivo bioluminescence imaging offers insights into how enhancers and engineered capsids can be implemented to modulate spatiotemporal transgene expression for future targeted therapies.","['Wolfson', 'Hull', 'Li']",2,9,"transduction, gene expression, transgene expression","liver, heart, cardiac, myocardium",14
35616444,Single-Cell Quantification of Triple-AAV Vector Genomes Coexpressed in Neurons.,Current protocols,2022,"Adeno-associated viruses (AAVs) are one of the most widely used types of viral vectors for research and gene therapy. AAV vectors are safe, have a low immunogenic profile, and provide efficient and long-term transgene expression in a variety of tissues and organs targeted by a specific serotype. Despite these unique features, therapeutic applications, as well as basic research studies, of AAVs have been limited by their packaging capacity of less than 5 kb. Multiple strategies have been explored to deliver large genes. One strategy is to split large transgenes into two or three fragments and package them into separate AAV capsids, generating dual or triple AAV vectors. Combining the fragments potentially allows reconstitution of an mRNA transcript containing the complete sequence of transgene in the same cell. The success of AAVs as vectors for the delivery of large or multiple genes depends directly on the efficiency of co-transduction. Here, we describe a method to measure the efficacy of codelivery, quantifying the number of AAV vectors per cell. We detail how to calculate the average number of incoming AAV genomes in neurons, given the distribution of cell fluorescence across in vitro and in vivo experimental models. To validate the method, we simulated a triple AAV strategy using three fluorescent-protein-encoding genes. We provide a general protocol for constructing plasmids and producing and purifying AAV vectors. We also include a protocol for triple AAV vector co-transduction in primary neuronal cultures and mouse brain. The method can be applied to multiple organs and tissues for the treatment of disorders caused by mutations in multiple or large genes. These protocols will be useful for researchers working to develop and improve new gene delivery technologies. © 2022 Wiley Periodicals LLC. Basic Protocol 1: Construction of AAV plasmids and production of AAVs Basic Protocol 2: AAV transduction of primary superior cervical ganglia (SCG) neuronal cultures Basic Protocol 3: Mouse surgery, AAV injection, and tissue collection and processing Basic Protocol 4: Image analysis and AAV genome quantification.","['Maturana', 'Verpeut', 'Engel']",2,8,"transduction, gene expression, transgene expression","liver, brain",13
33758865,Design and proof-of-concept for targeted phage-based COVID-19 vaccination strategies with a streamlined cold-free supply chain.,bioRxiv : the preprint server for biology,2021,"Development of effective vaccines against Coronavirus Disease 2019 (COVID-19) is a global imperative. Rapid immunization of the world human population against a widespread, continually evolving, and highly pathogenic virus is an unprecedented challenge, and many different vaccine approaches are being pursued to meet this task. Engineered filamentous bacteriophage (phage) have unique potential in vaccine development due to their inherent immunogenicity, genetic plasticity, stability, cost-effectiveness for large-scale production, and proven safety profile in humans. Herein we report the design, development, and initial evaluation of targeted phage-based vaccination approaches against Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2) by using dual ligand peptide-targeted phage and adeno-associated virus/phage (AAVP) particles. Towards a unique phage- and AAVP-based dual-display candidate approach, we first performed structure-guided antigen design to select six solvent-exposed epitopes of the SARS-CoV-2 spike (S) protein for display on the recombinant major capsid coat protein pVIII. Targeted phage particles carrying one of these epitopes induced a strong and specific humoral response. In an initial experimental approach, when these targeted phage particles were further genetically engineered to simultaneously display a ligand peptide (CAKSMGDIVC) on the minor capsid protein pIII, which enables receptor-mediated transport of phage particles from the lung epithelium into the systemic circulation (termed ""dual-display""), they enhanced a systemic and specific spike (S) protein-specific antibody response upon aerosolization into the lungs of mice. In a second line of investigation, we engineered targeted AAVP particles to deliver the entire S protein gene under the control of a constitutive cytomegalovirus (CMV) promoter, which induced tissue-specific transgene expression stimulating a systemic S protein-specific antibody response. As proof-of-concept preclinical experiments, we show that targeted phage- and AAVP-based particles serve as robust yet versatile enabling platforms for ligand-directed immunization and promptly yield COVID-19 vaccine prototypes for further translational development. The ongoing COVID-19 global pandemic has accounted for over 2.5 million deaths and an unprecedented impact on the health of mankind worldwide. Over the past several months, while a few COVID-19 vaccines have received Emergency Use Authorization and are currently being administered to the entire human population, the demand for prompt global immunization has created enormous logistical challenges--including but not limited to supply, access, and distribution--that justify and reinforce the research for additional strategic alternatives. Phage are viruses that only infect bacteria and have been safely administered to humans as antibiotics for decades. As experimental proof-of-concept, we demonstrated that aerosol pulmonary vaccination with lung-targeted phage particles that display short epitopes of the S protein on the capsid as well as preclinical vaccination with targeted AAVP particles carrying the S protein gene elicit a systemic and specific immune response against SARS-CoV-2 in immunocompetent mice. Given that targeted phage- and AAVP-based viral particles are sturdy yet simple to genetically engineer, cost-effective for rapid large-scale production in clinical grade, and relatively stable at room temperature, such unique attributes might perhaps become additional tools towards COVID-19 vaccine design and development for immediate and future unmet needs.","['Staquicini', 'Tang', 'Markosian']",2,8,"gene expression, transgene expression, tissue-specific","liver, lung",13
